100000 200000 
21228 45724 300
11478 39651 701
41482 2984 728
13292 33465 387
12264 40757 315
49061 42859 926
8704 489 57
45046 16826 609
97875 97877 1
8858 10093 316
9435 16964 211
34776 32690 217
38603 10745 929
34902 40616 548
36131 31932 946
22773 8983 747
93451 93452 0
10612 47074 462
33728 11807 652
22286 32414 619
47101 27822 518
22294 26009 152
26644 27295 391
6913 29061 612
7508 2364 451
8955 12581 104
38687 8689 946
47083 15264 402
426 20840 249
42915 14209 941
6158 36493 645
31764 37973 11
35168 36837 63
36164 31713 392
3293 40546 132
14855 34000 522
49252 39233 308
15121 12596 191
93604 2 6384
2873 34734 161
6749 48140 168
2 17932 1371
41946 26205 927
37125 36622 652
30425 27778 864
34065 29132 656
8749 5414 932
38950 30104 357
22393 37086 886
11351 44529 508
6999 16172 491
34635 21625 321
540 2377 517
46237 31811 541
41695 19598 771
84421 84423 1
42574 4015 283
45181 32238 884
12271 2512 847
48321 32890 966
20533 20909 772
86066 2 13922
20163 23147 866
53513 53514 0
30244 8000 923
6686 27582 654
19368 21921 247
20726 19136 895
6826 49619 244
7871 29163 604
46691 45962 750
46540 6589 789
4518 35142 233
12911 5398 355
36791 10083 110
41509 47345 235
7973 31478 281
3818 13347 394
38354 34110 635
66671 66673 1
25317 13527 726
21922 31360 135
5925 14514 44
49667 13177 98
40696 40574 123
23808 48141 708
35487 35022 168
36271 9382 201
15111 3963 476
1405 33534 190
46724 31662 879
11145 41851 10
31769 29439 312
27476 38166 524
19568 9049 846
14102 35496 624
15286 11217 457
24496 40390 865
11021 22498 492
23349 11831 424
22790 24099 293
94323 94324 0
8863 30112 389
87 39552 831
9494 20808 188
21323 32937 925
19284 11227 393
2813 3546 877
62692 2 37296
48091 31497 477
30382 3338 345
47979 8422 291
86939 86940 0
9956 32236 154
26113 18187 424
93253 93254 0
3188 28376 870
99288 2 700
72168 2 27820
41935 7037 621
5195 41922 591
20758 29179 825
77453 77454 0
5027 40525 149
81711 81712 0
15166 48259 503
9191 3630 389
45332 43897 557
39694 27320 323
198 24418 396
12184 22297 622
92687 92688 0
3813 1599 210
41163 31351 893
38595 39172 248
48368 9433 837
22659 4729 284
21960 12207 768
99391 99393 1
82887 82888 0
5871 22960 932
552 10262 138
33720 40270 813
49458 10884 100
46171 19967 260
40896 22824 940
34164 43037 197
9108 9785 873
28583 38559 868
41595 23034 220
11479 15278 603
12811 49562 510
24256 3492 327
69115 69117 1
93769 93770 0
30704 22785 715
32125 22694 715
2296 102 231
3972 3958 566
31908 32162 874
11919 2288 950
33654 2314 231
4305 20550 864
60854 2 39134
11434 34966 551
18324 39213 247
35494 29912 905
19520 44883 949
41434 8184 80
5532 21571 458
13169 3025 839
2 35865 506
45036 32068 767
12810 1970 191
22534 17160 628
29442 38216 486
60043 60045 1
44540 32583 54
13798 22620 95
4914 5766 553
22533 47032 263
6307 7912 945
6581 38828 145
11879 40604 13
46870 5834 291
30301 36441 232
10877 13489 630
4479 47408 686
40274 35121 994
10484 7412 823
19887 21584 324
36512 16126 882
16098 23591 155
27149 35812 157
80957 80959 1
37679 21638 791
32232 6791 585
33419 37523 637
13110 33974 583
37618 24448 524
47929 34970 370
34748 10384 465
68543 68545 1
14503 16140 961
4790 20612 818
2707 39946 896
5420 24770 473
43096 6048 579
45448 27155 216
1328 6138 167
5155 14115 65
34451 7137 300
42105 16443 814
16768 9584 396
17541 39881 334
5920 12443 472
37618 47889 60
20302 38885 715
7510 25906 341
41483 9810 66
87247 87249 1
73422 2 26566
39850 39955 413
48528 42492 651
17790 38141 659
5048 1604 109
42804 25117 810
36238 33095 552
38666 26284 811
5264 23206 421
5410 48996 133
42529 44702 372
99437 99439 1
30593 35879 672
39383 29293 113
20235 44840 932
16067 21968 130
34938 36434 341
14201 1701 987
40873 33154 610
44636 8118 592
34119 10471 764
23611 5457 297
20781 1183 34
2272 18967 713
31239 2166 395
59575 59576 0
37118 6806 233
21063 23338 559
35952 6002 23
31825 3484 101
40266 40446 646
33088 45429 864
28325 2889 993
34279 45578 255
41503 1584 701
40827 42960 190
73769 73771 1
38881 7397 897
5893 47574 135
27850 17490 283
49794 16723 450
84955 84956 0
40508 2979 748
18765 5522 102
12135 45688 99
29157 20290 173
96271 96273 1
20789 4020 551
44108 25688 82
13979 9161 296
20552 6978 428
8622 24328 491
37786 2886 428
9667 22346 516
33044 24785 436
28293 23715 482
29807 4619 278
15845 14476 990
24587 3280 110
32016 15551 899
72057 72059 1
70708 2 29280
21868 38781 870
9986 39279 575
45984 18182 80
34015 45092 168
38999 6880 210
3292 6073 411
15083 41615 162
49403 38391 11
26896 31826 670
79663 79664 0
99884 2 104
24062 44140 37
10309 12376 98
23480 47083 611
40204 31176 579
18882 34224 585
22953 4519 179
17387 6655 123
42046 34199 129
31182 49835 214
27064 43028 739
19550 31908 232
15874 16022 637
93139 93141 1
36743 25977 39
39402 27026 615
8861 15824 235
2 29565 142
16890 48090 754
31717 35400 754
12387 29286 175
45131 37708 915
9025 31141 751
46653 48747 990
42024 47559 998
22198 47810 366
34715 39474 16
3532 7449 146
15471 926 284
31251 19005 755
8660 8037 724
16688 4873 846
18978 41020 868
33452 37924 76
35833 40278 518
25400 17531 166
1453 9370 361
19217 9136 937
7052 15547 556
84819 84821 1
12292 35028 619
19518 7870 209
48410 20589 118
32868 28840 592
47408 12419 246
47764 33291 716
10006 31744 73
35733 18564 873
49673 36923 587
9625 29833 290
41133 21279 819
48730 8355 848
44008 32787 12
44137 7573 253
90460 2 9528
35596 373 206
22308 46099 926
93273 93274 0
40142 26431 334
14171 31560 474
38090 21954 265
26336 18722 585
23362 8169 365
17341 11488 811
11962 35920 41
45228 44380 88
42805 5987 969
25131 7310 98
42263 14954 362
2001 45403 17
5614 14371 859
33186 14674 371
44030 16547 804
9876 31469 213
31070 9689 793
4550 46476 719
30389 35945 754
15797 29242 165
8867 6483 882
44358 7726 9
45730 19908 459
6118 27491 246
27099 40974 683
12724 16206 241
61733 61734 0
49247 42941 608
6568 25494 839
42780 47143 421
49180 12381 403
6200 33393 64
29623 9473 834
21790 34184 56
14651 37523 884
22847 6391 262
2658 4961 988
96714 2 3274
25827 17506 550
19752 197 463
94797 94799 1
33254 27327 773
21643 48536 391
11869 10879 780
1577 41600 426
58520 2 41468
90801 90803 1
17115 14243 695
88963 88964 0
44902 9775 522
20736 2337 62
46359 14037 919
43239 17496 824
1483 45123 10
19532 7657 564
39203 47722 664
36683 35665 349
38136 45226 683
70746 2 29242
17279 48335 939
35631 5493 382
20617 39693 835
37433 34644 563
46096 41132 386
35168 42016 853
34198 26701 856
46476 46870 913
11420 9504 547
6938 5209 378
4005 3810 368
48537 40068 682
14639 19604 841
41614 20712 484
12826 41564 583
80016 2 19972
46620 10048 379
87184 2 12804
19035 49265 752
33614 19038 5
17317 24848 270
53017 53019 1
17084 28312 872
46911 46926 572
22351 44818 587
37675 40449 772
46525 7936 323
16624 28696 11
19604 7408 96
35190 5272 533
42380 43776 169
1014 39395 384
26866 8372 700
77004 2 22984
20511 45488 335
80994 2 18994
21926 46227 860
2 5126 1389
35556 26691 316
39461 34721 138
34050 37206 485
6056 33546 619
44365 35530 348
20861 7132 372
31249 11680 576
91802 2 8186
11106 37160 794
18303 21018 739
25150 8413 716
2895 30716 98
27471 20585 714
7560 2020 75
13870 23950 647
9035 24196 276
37248 22677 451
32642 32644 388
26883 28886 865
6581 32469 76
5655 44192 19
24250 12496 749
87868 2 12120
42672 32162 909
9692 16204 246
44493 41162 115
35105 2553 106
7664 6957 675
96188 2 3800
42889 30061 961
13102 36977 544
32566 20070 919
28765 5783 398
49966 42080 667
2602 21872 695
32169 26565 241
42946 15167 753
37097 16106 177
8401 40522 614
41578 16749 222
20959 4610 142
31113 18287 766
40621 29212 144
12544 27727 934
99868 2 120
44762 11287 121
14574 27295 155
33447 46991 829
12276 24365 712
28606 22555 240
20267 35437 826
4033 24783 896
47410 1744 652
34681 19370 278
45640 992 259
96283 96285 1
16341 17310 614
25962 42961 13
28044 28072 682
44211 19575 665
42975 25699 690
11351 49106 7
13625 8960 353
26479 47737 818
9184 7522 939
39299 22544 462
2 10551 418
43009 10787 77
7562 36396 623
14400 38847 73
48525 29807 895
35722 6511 445
18563 25609 14
25483 11982 332
95392 2 4596
18234 29063 19
27196 15778 954
9397 34165 163
13613 22130 198
30401 39016 719
17509 2726 254
35872 48748 639
7622 3089 23
37737 39317 544
2393 45568 149
23020 38814 69
10702 12509 208
40809 35239 488
5075 10950 756
83496 2 16492
7545 44501 116
5541 44552 566
9132 10395 277
26106 14779 827
16521 38233 711
33142 43614 961
17336 14434 951
43205 9475 969
16083 26961 524
27861 49705 513
24911 35474 193
324 20137 48
8919 11248 928
31523 12534 952
34470 2379 524
69687 69688 0
38596 40173 940
11185 48578 861
538 35326 596
67670 2 32318
14873 42640 191
97828 2 2160
39218 48342 758
35917 9999 512
38197 43704 161
5577 30637 850
77876 2 22112
32609 19857 297
20746 29982 390
86193 86195 1
49215 47091 90
48975 17637 72
46069 40761 848
10448 45172 252
18921 21762 991
29234 1250 239
35864 33266 933
25335 8739 731
21567 3077 347
15455 13435 406
23006 29328 561
88907 88908 0
2 42795 616
19188 40383 959
38111 19852 306
26240 41957 335
21231 33025 309
21585 4119 85
38324 17391 244
89395 89397 1
3181 42620 466
17893 21600 127
94460 2 5528
28642 39038 403
69123 69125 1
47690 29156 94
8181 2922 506
41417 30590 625
20496 41937 752
39572 7396 515
2 42511 1141
68455 68457 1
41244 18112 351
37585 19820 484
28746 32926 59
14287 41821 827
26585 29483 670
46080 24820 494
10159 25194 622
4696 1583 494
22551 47044 762
3519 38506 6
11310 11162 452
29036 30604 866
7383 38226 193
33953 14598 978
59711 59713 1
93720 2 6268
24254 36378 202
10960 29501 468
29520 27578 34
17442 39610 325
12608 33783 748
25014 42700 976
45604 45971 390
28397 20471 646
42819 46195 658
35803 17217 333
10202 45741 381
10777 12359 781
48093 13942 52
98207 98208 0
18118 29346 279
7363 43607 666
6490 12849 616
10244 24955 845
16037 42066 167
25955 32836 566
68713 68715 1
32911 37502 669
40905 36696 344
1991 32520 456
8213 26357 235
43844 45965 845
41905 18845 515
7237 45340 462
39048 45238 229
14434 37352 613
35021 44359 909
44917 16829 284
30844 14648 567
46827 46334 373
23937 27465 537
46860 37113 222
20452 35526 966
36407 42032 68
44885 25698 755
24705 13278 780
83162 2 16826
37836 9260 218
8507 22871 61
18717 21459 802
31275 17782 567
2 24580 994
15297 13788 13
20654 22629 717
95928 2 4060
36510 926 758
2837 48376 11
14230 32525 662
8607 34615 910
21462 38390 361
9679 41391 980
2998 41455 193
34817 27804 125
26592 7635 17
12256 46345 956
36813 30283 160
16391 47402 942
34000 43159 324
11947 11325 783
3883 27111 261
20825 29976 641
72975 72977 1
10083 37204 296
17991 44917 715
92164 2 7824
25477 47203 614
15066 45112 152
4006 3645 925
7804 2012 885
75025 75027 1
27022 23669 660
13590 13897 939
89779 89780 0
11705 26351 972
42544 23273 805
24833 38746 191
45959 29744 575
25284 21168 907
40130 48290 109
46888 46091 445
5015 24503 682
38267 14174 349
34607 37441 806
21386 48896 970
42909 14368 349
2 21208 402
34585 18896 945
2 7350 115
44777 49972 697
88669 88671 1
43620 7048 735
27450 28776 275
21855 17628 735
24729 40059 641
10047 27903 357
9372 24887 968
6742 1160 660
23359 32442 513
47658 2628 585
47355 2156 957
18143 20200 98
86651 86652 0
80917 80919 1
90051 90053 1
19275 12681 128
38103 17367 658
49611 38207 291
762 23001 401
34251 5056 561
46530 32845 703
23220 2396 653
39415 20389 751
14123 22747 83
18009 24444 29
13467 12694 601
86013 86014 0
2 10441 670
10944 38821 940
23413 11531 993
23591 15899 116
23736 14147 59
73403 73404 0
966 3138 86
46614 41805 635
49333 17881 850
24349 43135 798
13916 34791 709
38200 5827 6
14337 26182 82
26899 48478 876
29531 45611 218
22994 45471 522
47436 45813 73
32662 40894 673
8661 48071 433
23530 29929 90
39657 41031 15
27626 11721 422
33924 26764 201
95049 95051 1
43660 30367 836
91471 91473 1
6418 4918 794
31397 28415 720
44220 21575 879
93303 93305 1
6438 423 91
39906 31445 653
2490 35665 126
31347 12448 384
6568 34765 559
47661 48932 596
8762 16938 667
24786 4130 924
14867 2978 511
5752 301 699
11399 10668 488
31784 39621 341
1852 40888 653
24300 13434 260
46614 16313 454
39151 49822 159
40157 18420 576
44833 27679 677
25449 3519 741
21194 29134 943
11190 20750 823
23298 17781 622
6844 26299 512
11829 784 832
3905 19921 324
34166 10559 824
26389 25142 344
12354 16230 998
7782 26499 233
23062 42168 358
8056 697 520
5245 13240 111
33015 44377 178
35004 9262 341
41637 44626 907
49653 17753 41
38583 22698 896
48415 18475 946
15521 32223 582
11140 40471 618
45470 13639 444
31509 13049 659
14180 6223 606
29929 35668 616
24213 13614 291
12927 41750 568
21775 8557 181
43338 29778 475
18067 16125 986
32531 40665 76
5677 21023 827
49359 40648 366
88429 88431 1
34716 39345 83
12914 17343 506
20011 4896 353
23779 9280 136
11730 26113 683
13410 16065 686
9033 47204 497
99337 99339 1
3662 6647 12
14217 39389 336
11005 27927 873
18668 8427 825
16833 29713 195
19670 15015 876
28638 26901 559
80485 80487 1
95077 95079 1
11003 40638 960
28797 11648 248
17236 30117 521
94627 94629 1
6415 21215 313
18149 37098 215
22466 35477 781
43180 23790 446
32799 25437 604
23836 24162 926
24534 47885 654
30262 6769 895
35987 27185 291
4152 20221 211
47856 39530 522
1415 13968 850
94461 94462 0
4122 23228 551
27077 30702 521
17947 22548 621
39404 16765 348
36053 11201 472
42615 45249 537
259 35001 66
28392 33338 527
36575 49798 484
2403 10500 296
7645 32143 625
69236 2 30752
71305 71307 1
87948 2 12040
40198 29480 589
17473 8614 966
12248 37763 404
22149 35369 935
44730 14883 601
11939 37526 323
38985 36063 772
49989 11457 89
38120 12272 30
56084 2 43904
45604 34019 782
3070 4178 195
39596 2522 336
31508 12162 259
75192 2 24796
42 18055 330
9260 32807 733
27744 45442 821
15436 36559 224
6304 20666 411
35447 26011 333
44610 49969 459
44376 16075 913
88887 88888 0
3578 18485 156
40685 40681 698
7007 41359 941
19276 5851 901
17494 26846 380
32161 16238 86
49354 32404 762
41493 31426 94
17799 29747 310
10335 35304 93
38498 12649 702
6088 16495 22
33635 13634 647
2188 44912 245
88047 88049 1
10537 9887 43
35461 17508 864
76079 76081 1
1101 36636 60
38709 42187 952
13985 39225 718
42735 26718 169
42817 24204 881
27424 40454 85
15818 16051 107
17053 16911 725
13380 113 328
4882 33329 263
13422 22277 0
89025 89027 1
43090 17012 552
19261 26228 761
25203 34004 420
27509 49793 153
42717 32226 292
24142 38090 262
23484 12495 22
34343 38394 123
49643 46627 741
40598 17973 739
6279 27450 281
20993 8890 330
3818 6799 419
3555 30606 763
19374 37801 170
49555 2946 423
42568 34150 99
3859 10239 653
12795 29812 104
39439 35024 29
25988 19297 673
70567 70569 1
47662 30818 888
89987 89989 1
81641 81642 0
21446 44917 502
14478 45933 898
39179 31040 407
12190 12703 448
12024 7632 362
37677 47351 944
44455 11557 771
27532 13168 304
40579 13893 559
31588 27857 918
45180 25776 956
6173 49305 919
978 4435 130
19832 47449 959
43213 40977 690
9584 45030 117
37228 30995 131
36672 9878 717
47463 36778 80
26793 40211 24
41977 27612 35
41144 49132 572
4819 16890 631
48019 45877 226
16454 491 152
4978 35831 281
42224 25879 134
59463 59464 0
20206 40265 853
4700 9994 239
6833 6565 932
31890 34202 12
13049 32526 543
46533 7382 478
16560 3901 449
2365 44890 43
28466 37304 268
47982 41882 188
26040 4631 606
37094 10479 611
38104 42422 562
18354 10645 652
17464 17634 661
21313 36831 515
28040 19917 710
46993 32872 949
34122 20505 244
18787 21252 924
33211 13845 954
94880 2 5108
78265 78267 1
19763 34813 710
10211 35141 539
17 5590 20
32195 449 48
46965 34788 863
38259 9301 413
25854 17365 396
10480 2112 334
8501 18521 158
49386 2877 436
5823 6738 634
37763 3170 987
31864 38973 733
49209 16912 15
